Series Name,Series Code,Country Name,Country Code,1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
GNI (current US$),NY.GNP.MKTP.CD,France,FRA,166781105718.006,204302990897.269,265235710076.606,286106110201.855,361759216766.101,373385686970.773,411210216635.464,508321220930.233,616651248843.663,706460726482.459,619460470730.235,586300029943.108,557554867028.144,527303159948.96,552408380785.516,774780755753.386,941591181927.316,1025574275960.8,1029131194735.76,1273598361643.18,1272602023020.58,1406931846344.49,1329198517489,1398516068052.93,1606455513208.04,1619352481087.32,1470552933243.43,1522697353791.42,1522417430215.21,1383769117376.08,1401282326621.92,1509850367024.28,1864908577878.1,2145033523714.92,2233730879243.88,2364983063605.57,2709995893785.93,2981955470924.27,2752093637121.42,2703780741292.19,2937479068093.53,2742506164929.59,2874043166666.13,2913983592556.46,2490863059700.31,2523562336756.09,2653805221561.18,2849533403387.45,2771809930478.43,..
GNI (current US$),NY.GNP.MKTP.CD,French Polynesia,PYF,296613496.873269,325843254.667123,431254103.046477,555337985.682991,690319754.911192,732286143.34291,793193187.41557,1005573294.20763,1215031775.26795,1362151523.68993,1279972866.38172,1286462642.63697,1335895286.3918,1378991403.37881,1507230778.89921,2301514717.29807,2543199148.3893,2687472829.62988,2636461517.1052,3181206304.81549,3267367609.89528,3558215110.24809,3694600399.89225,3522272321.40766,3982374845.92709,3954696873.74892,3567062511.87293,3775160797.38928,3797016068.69688,3447543137.9415,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GNI (current US$),NY.GNP.MKTP.CD,Gabon,GAB,357718214.367401,401940061.174573,665353060.065742,1417920156.4698,2004545686.77877,2830711868.05714,2657932404.28521,2162585095.25946,2668745824.94164,3856028560.83687,3534371862.31587,3304867120.08723,3096313731.62795,3337401884.85311,3096404812.90465,3157035409.3832,3038898140.05353,3556845179.39779,3951934799.26317,5336349261.01181,4849229139.73391,4864374340.27046,3745523609.11288,3692804810.00971,4293428472.57449,4930999941.35498,4610324869.35241,3968303449.53605,4094076970.71508,4289132938.83518,4393551481.66085,4854435521.76894,5797168602.58384,6576889964.31131,8624810908.65504,8966978264.46483,10624577834.7826,13406692825.1121,10736261661.3374,12484463860.0323,15711224400.8789,15456971600.9772,15890972051.6072,17256250321.3623,13188718851.3015,12934875312.3494,13985729747.5427,15754972352.1527,15511134184.7141,..
GNI (current US$),NY.GNP.MKTP.CD,"Gambia, The",GMB,54456487.8808527,57542397.4416629,73888510.3383459,94698638.1436671,114777433.628319,113261760.34506,139727431.312691,171230618.017932,204442702.8172,236981115.630447,215053160.486383,209616335.44442,199671492.458122,178388800.535699,250974678.343049,214199884.476534,250476591.654416,271923275.296643,267267458.726726,291575060.286838,670174119.155855,695658104.477444,736114620.819802,728459558.746791,770633068.95215,832133538.153758,779877139.663928,814984158.75074,785843994.348448,752681081.672871,656184060.890407,545288099.087249,464321035.383186,941271640.787077,1005256867.79538,1029031896.58551,1253851721.11573,1536174172.23915,1422147062.79744,1513386209.48165,1377827103.16854,1385746819.38205,1345938955.88137,1200490602.16136,1345126868.55094,1456755151.30555,1476610604.41246,1641471456.93411,1795947897.12859,..
GNI (current US$),NY.GNP.MKTP.CD,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3665594855.30547,2655565567.92367,2469184816.65628,2574157898.51118,3023690474.79994,3637920231.21387,3804198146.50806,2946926339.70754,3094875288.21338,3239488663.77231,3406128022.95396,4000784452.62618,5199165171.11853,6471623655.32079,7906494270.95035,10208882370.5477,12735776495.8412,10723236276.5639,12026105593.8955,14681541476.4305,16316003088.4757,16872451545.0283,17397203432.0666,14615250561.8473,14440358558.3302,15447216935.6446,16915100074.9773,17039195770.1998,..
GNI (current US$),NY.GNP.MKTP.CD,Germany,DEU,250910911169.353,300633615285.53,399423448957.19,446478840601.617,492617843230.781,522284947957.123,602462989977.259,745553903602.726,884770610393.768,954146081342.802,802340951103.418,777697777061.336,774212274990.425,731281976496.461,738823376959.872,1052667199855.89,1304233981501.63,1414781709544.49,1414249683761.57,1790871642658.27,1875827877430.76,2137944338134,2074905674908.32,2204518754971.68,2582251944861.47,2497603327268,2207765621475.3,2226180949205.29,2179026209247.82,1932214851667.59,1930451901566,2046678900809.34,2470774266365.69,2826157188974.42,2869298594702.15,3042803914188.93,3470907473309.61,3765438699282.26,3474401222561.82,3464482469694.36,3840293076529,3611978814803.06,3819178029463.77,3961735742666.92,3437023455474.66,3552144049181.61,3759608327004.71,4060012956890.98,3966094443874.5,..
GNI (current US$),NY.GNP.MKTP.CD,Ghana,GHA,2372632926.42131,2085279606.80586,2447183098.59155,2875155279.50311,2787765957.44681,2744915254.23729,3178000000,3654101221.64049,4006125356.12536,4426348547.71784,4209534638.98054,4025490196.07843,4021119840.80424,4364497716.89498,4424969151.21483,5601277821.67307,4936761904.7619,5066668176.44611,5133900896.99299,5776765502.12656,6474875000,6307702517.16247,5853944530.04622,5333534518.82845,6332009174.31193,6791288685.01529,6757509277.34375,7329127595.15571,7555452363.09077,4836061112.13067,5206827725.81321,6036889828.36951,7467434240.88602,8683188882.71262,10613532479.0102,20312963391.979,24687276967.6174,28562049035.4462,25953825266.9039,31663124545.4545,38114303104.0379,39174956052.3864,61072600585.4446,51920119657.5295,47921089700.1023,53961581129.4695,57431697460.0621,64270236560.3123,65527306781.1554,..
GNI (current US$),NY.GNP.MKTP.CD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GNI (current US$),NY.GNP.MKTP.CD,Greece,GRC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,268245507464.559,310292161237.339,343903323568.185,322674845790.497,290269009046.961,274791195321.416,244078781651.491,238456463558.615,236783987047.24,195109995557.267,191729159234.084,199043354739.702,209735747147.503,203644992868.4,..
GNI (current US$),NY.GNP.MKTP.CD,Greenland,GRL,79845933.9948231,95649274.0275999,126347367.551037,153180429.539451,190389794.817354,217061422.663358,254463352.878465,320920991.549704,379205474.24444,428502989.762061,395457225.482214,375402045.029043,379332968.835429,351563254.349883,384564569.098939,553578049.684835,728915398.447436,831761123.078066,868238899.072529,946256019.131952,946142421.636833,963370388.164543,865528462.807878,950853693.047826,1159860059.9743,1163019297.42873,1041865394.80657,1120015520.53486,1102892692.29667,1043287847.48426,1057096169.55832,1138485312.93146,1389711128.31489,1599873145.16533,1662192132.60184,1657458868.63523,2042180079.72519,..,..,..,..,..,..,..,..,..,..,..,..,..
GNI (current US$),NY.GNP.MKTP.CD,Grenada,GRD,..,..,..,..,..,..,70198198.8888889,86840904.8148148,100577695.555556,108715271.851852,110763030,120139293.703704,127285033.703704,140644421.851852,162487714.444444,182037670.740741,208368828.888889,230083449.62963,257794308.888889,266224688.888889,293872703.703704,304823407.407407,301338111.111111,316297000,328728074.074074,351511444.444444,375246148.148148,422659148.148148,455709370.37037,486296222.222222,478999740.740741,492740296.296296,540525814.814815,533925222.222222,667088148.148148,669815814.814815,717591481.481481,783264333.333333,708231333.333333,731135629.62963,746883222.222222,765599962.962963,813021518.518518,828656703.703704,882768481.481481,964566111.111111,1021180333.33333,1057492185.18519,1094015222.22222,..
GNI (current US$),NY.GNP.MKTP.CD,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GNI (current US$),NY.GNP.MKTP.CD,Guatemala,GTM,1942900000,2055700000,2523300100,3113499900,3579899900,4321300000,5454200200,6053100200,6905300200,7834600000,8521800300,8603399700,8937300400,9263400100,9551552086.95652,7017563515.98174,6905099840,7665302824.42748,8231324360.79545,7454425217.35254,9303297739.06819,10299842165.3193,11281542445.9666,12853235568.2292,14496304426.3931,15444935612.0305,17551326219.9647,19211791989.8661,18113912258.1344,19079227161.4798,18618372101.9011,20458031821.7267,21599569318.3392,23555176002.0135,26726377225.2715,29550849367.3217,33270407086.9118,38502434232.8042,37004313737.5024,40304312244.0368,46351480784.5454,49363460056.6789,51760538348.9461,56335292995.5252,60699783495.3232,64628417702.8645,70111244301.0928,71598354346.207,75435355204.1784,..
GNI (current US$),NY.GNP.MKTP.CD,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1770900899.35588,1917338057.13432,2253095763.65777,2262129380.48201,2517716176.91609,2848990569.04099,3143625277.16186,3195763317.63475,3310018922.79336,3613129879.05992,3780126076.09562,3672870551.0819,3468766054.5704,3382322291.2994,2922237098.18132,2742369252.58784,2917567837.24503,3200990212.20533,3366577581.80921,2657936711.99064,4179199242.74824,6218767655.83103,6872979193.75725,6548704567.46094,6776357857.33359,6651747173.61272,7516065253.97344,7971453845.06713,8494333615.46428,8650959121.19199,8446956121.38729,10274041360.4077,10725638714.9356,12180561101.6804,..
GNI (current US$),NY.GNP.MKTP.CD,Guinea-Bissau,GNB,78540057.1372471,87702828.5651641,89374237.2881356,98775328.9473684,111436935.518784,105009338.468559,109182779.311996,116034149.855908,116837925.485408,104759376.250358,153079242.424242,163123305.961525,163161848.377432,138395950.116153,159531246.877493,129407982.855092,165536369.464325,154458085.319937,200843049.86606,233321979.006747,240150370.516449,212813451.248458,221580826.556256,221530086.124576,235946465.083508,251819733.576507,253850808.6941,192357495.646254,210146642.89748,357773144.976876,376717458.288031,409024939.98961,466427336.973747,521762133.584153,575592778.227905,586774105.442,693393880.539544,854545468.834081,819881779.757062,846239040.546748,1106262187.94072,994656463.155973,1026052961.77604,1092300692.46571,1073811497.97949,1208741919.75236,1352932628.34994,1456812913.21486,1436308414.07654,..
GNI (current US$),NY.GNP.MKTP.CD,Guyana,GUY,264050000,274809523.809524,291952380.952381,411545454.545455,481041666.666667,430120000,423000000,481240000,499599960,561200040,507857142.857143,420333300,419666700,364473657.894737,384883744.186047,416744186.046512,262448979.591837,319100010,256286757.352941,289265807.594937,213533094.812165,263261390.88729,362611367.127496,457932056.399132,535690166.197183,653276371.794872,675683469.217211,661358372.697135,626125003.651726,668697606.753275,660857203.257727,671139695.277057,700124768.991682,755942664.800877,804427767.354597,2310819520.42152,2719744653.6069,3010379827.36615,3148750539.8382,3445702931.4099,3682081438.60208,4087110180.5016,4196365048.28277,4154370905.77246,4304540361.74334,4478097336.56174,4736674334.14044,4759935826.05539,5127159527.57794,..
GNI (current US$),NY.GNP.MKTP.CD,Haiti,HTI,..,..,..,..,..,..,..,..,..,1369499999.99714,1466339999.99739,1460179999.9972,1609400011.48716,1798139999.9985,1989600358.98996,2302663017.5239,2026299377.605,2586801863.2328,2710665629.54452,3078089800,3455540601.82161,2245221666.0123,1867648742.67133,2165761716.47156,2821007618.87658,2920418154.27959,3349905722.55264,3732012064.85822,4158183323.63684,6881589167.94928,6365310351.62889,6093542438.59928,4984700644.67329,5993534575.34606,7013449594.70552,7410608696.07176,9318163990.18177,10392035529.6786,11282621158.975,11683865823.5259,13046545962.904,13763465390.5171,14529603383.6286,14838059909.7343,14898016662.8567,13771193995.6603,14272321921.4187,16015945439.4531,14381819367.5678,..
GNI (current US$),NY.GNP.MKTP.CD,Honduras,HND,706500000,775499950,879499950,1021000000,1095000000,1289999950,1600499950,3003742093.22441,3415281976.29198,3805160045.98684,3884394878.58005,4052003525.61051,4307697184.85981,4728811846.48827,5086120712.5459,5467828958.90605,5953021241.46495,5658081898.41442,5177172487.9851,4646744960.07592,4366726672.56005,4605571327.23404,4696798453.06242,4423089120.92094,5083390990.61522,4955806773.64865,5523266950.57034,6156252525.84934,6251771679.44251,6883357865.50156,7392762069.67849,7559818946.16447,7863760265.09149,8414125438.63984,9300058941.28704,10385029002.0746,11961249212.7589,13357427437.8696,13951678355.7642,14983618022.662,16729546780.4262,17254294351.4065,17137317832.5423,18139304266.41,19543484971.6567,20199365872.564,21720693035.7515,22129516297.3221,23180682163.3311,..
GNI (current US$),NY.GNP.MKTP.CD,"Hong Kong SAR, China",HKG,4456709506.95365,5675541390.435,7983289866.89984,9335996243.73956,9984802642.24347,12796851757.4621,15612611904.7619,18209962123.9618,22370320506.9263,28495407990.1931,30549442899.8265,31711889388.6226,29272835365.8537,32808006472.2435,34868690493.9159,40054977842.7076,49304080863.778,58291312554.4453,67162527750.3558,74783560515.0325,86024298255.0957,100681468555.409,121026294017.271,136103203767.921,145921300964.348,158337276805.917,177209284302.709,172187132841.852,169139284563.326,173047284115.412,173308073036.877,167425021477.388,165523064673.55,172692218798.151,182529798259.036,198108087231.906,218366831594.329,232187034468.588,220465827291.726,233476805848.736,255300102774.923,266426950647.207,280921093347.086,297469983621.568,315108232926.546,328901356556.691,356071446902.428,378895962237.673,384620528592.759,..
GNI (current US$),NY.GNP.MKTP.CD,Hungary,HUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39175128483.1978,41973316213.4935,44428126740.5206,44550212281.0385,44414561307.6131,45684768637.5621,45891063641.0175,44475804736.8481,50630432392.3382,63764742792.0142,80528566467.2522,97598436071.1788,105880580712.237,108419330766.671,129338622350.454,147719786907.81,125055161639.939,125967890419.303,134970863694.014,123089103192.966,131578779141.241,134686016867.176,119426872991.865,125215073942.953,137359425482.813,154627035595.551,159058484139.544,..
GNI (current US$),NY.GNP.MKTP.CD,Iceland,ISL,677138750,845288692.499433,1163027072.0071,1524346273.13657,1400775471.69811,1659684470.54949,2204486699.85418,2497882224.92715,2835666534.31651,3356680131.73253,3443578749.20406,3142368238.67546,2689586516.01269,2768855942.9792,2901157896.00484,3905620384.29163,5460930036.30046,6026695103.91965,5540938729.14249,6329095268.32499,6810185986.23982,7006930090.58856,6142371566.73057,6268156268.40748,7008395614.89341,7358660769.92481,7452589442.38925,8335085313.48694,8806023205.82067,8688310796.78437,7957742336.12455,9333442133.41014,11338316151.9509,13335916435.9889,16018101732.7255,15987097533.4853,20256382258.9962,14073367847.3278,10553993507.6805,11120562233.1499,12847566765.7123,12884269289.7672,15287504221.781,16897076236.1288,16543802057.7224,19826589745.4317,23965940755.6076,24925636305.7046,24634234577.5015,..
GNI (current US$),NY.GNP.MKTP.CD,India,IND,66959943084.3313,71072538512.5786,85101941339.3056,99161036284.1391,98178114597.9603,102456488498.428,121215205685.977,137110195139.872,153181094632.843,186762452326.729,193535405875.045,200056669825.258,217346843963.138,210960266670.706,231344146134.325,247574348949.764,277014075282.35,293483314650.144,292602874479.116,316775332517.636,265995400854.861,283799332762.87,275444510280.797,323108717813.725,356252331233.451,389212066967.505,412314039081.443,417792938008.473,455259488556.383,463418960201.815,481233322101.917,511490036313.605,603192892963.386,704168745465.35,814482820622.222,932915277249.472,1211640646849.16,1191737412305.19,1333877109441.3,1657660320258.9,1807019187629.77,1806177662220.11,1833601556952.76,2015015376660.84,2079182325742.91,2247940124045.8,2624081509582.67,2684229691550.26,2837687527302.99,..
GNI (current US$),NY.GNP.MKTP.CD,Indonesia,IDN,9163997450.43028,10612048192.7711,15681204819.2771,24580481927.7108,29124819277.1084,36227710843.3735,44173975903.6145,49495081108.8972,49017751291.4843,69275428119.2967,82471348604.8748,87198907638.4381,77357300711.0811,80790889071.3308,81748999254.8804,76685219800.0292,72266266243.4608,80194046340.2293,89890113743.6026,100922880864.848,111033528397.059,121895296366.359,151992326577.915,172149161170.89,196187841493.025,221276437689.451,209439956603.811,90063497246.2849,129337748220.438,154077737575.381,154497031123.037,189806032770.414,225746848643.873,245051229786.884,271957842360.709,349037815379.831,414441364730.336,492096264957.834,520694549000.656,734988313962.735,868239121887.855,891961466510.843,885249528973.057,860946502042.825,832298855624.85,902045435944.66,983437954653.327,1012284301329.66,1085708861715.21,..
GNI (current US$),NY.GNP.MKTP.CD,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,76064447939.1167,93944671283.1276,97672003599.3942,105340537260.451,131302010877.691,158982987052.841,165247403233.007,183857476280.101,214324003155.829,137785748662.894,125490153560.702,123149404003.855,125241897975.21,..,..,64017581733.1532,71266324632.9049,97422070154.4211,118670421191.273,113573995718.87,111044015464.629,112932726152.541,109482383949.503,126925377379.653,128988717503.72,153832512826.826,189735120672.648,226042321374.599,266410628178.32,350835696886.673,413692074639.984,416274638566.153,486886672784.685,580809428095.782,603077505539.776,463436203434.421,433978050539.771,385924919121.268,419264518611.891,446174013140.7,456491617662.966,..,..
GNI (current US$),NY.GNP.MKTP.CD,Iraq,IRQ,..,..,..,..,..,..,..,..,..,55010836437.5212,37067050457.1622,40166834170.8543,38697008684.4645,45289160501.7691,45995496944.3551,44900611128.9804,54343197169.5079,60250241235.1238,63376005146.3493,177192666452.235,..,..,..,..,..,..,..,..,..,..,..,..,..,36680330189.0038,45427690353.2609,61594793768.0551,85773080451.649,135098861607.819,114755955042.735,140054738461.538,185233085470.085,218866625586.205,233587970497.427,233344770506.003,175982377269.628,173335024010.152,194029912140.44,222472897529.611,232981434767.597,..
GNI (current US$),NY.GNP.MKTP.CD,Ireland,IRL,5422203909.54389,6712069236.8214,7880248890.6039,8333004971.46014,9954970383.27526,9835499575.43164,11569635939.0026,14839601328.9037,18521067053.5139,21930124615.6336,20709766763.8484,20955220210.1498,20028883233.826,18975880143.4181,19837118347.6305,26985269181.8567,31953223314.6067,35152683863.2274,36084016073.2225,45844603360.6878,46482886297.3761,51544038590.3792,48530386091.406,53106473498.2332,63228535353.5353,69681199596.7742,74854345749.7612,80793989009.7566,86057718943.1068,87033520361.1572,93209829977.6286,107267633163.938,141629724604.966,167321882294.512,183277461758.488,203535954083.553,233381465918.423,238175639373.077,197551047513.198,186134148211.472,192530353125.425,181372182353.482,201257238381.166,218187339309.289,224069583506.65,245118251657.327,266554827998.422,300178582603.626,308373471051.764,..
GNI (current US$),NY.GNP.MKTP.CD,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1018546777.79082,1129691783.53538,1315003486.89338,1499242054.80018,1662616122.14479,1627870548.24885,1731681694.57564,2022014199.72218,2419677637.1308,2938995021.20597,3152518181.81818,3578491260.34959,4369193677.47099,6329360294.11765,5412931920.85995,5981738257.10754,6692278481.01266,6818331753.5545,7201580428.32578,7655555372.7168,6826965622.61268,6105729138.53632,6365148005.148,7111914609.73983,..,..
GNI (current US$),NY.GNP.MKTP.CD,Israel,ISR,6577500000,8560000000,11050000000,15902500000,14751666666.6667,14603750000,16807000000,16171764705.8824,20730800000,23072745098.0392,24634385964.9123,26622139917.6955,29674145907.4733,27066961118.6903,25403963016.3712,31958200699.0187,38726638655.4622,47848201888.7985,47890839073.2624,57097180835.2346,66005363959.4577,73670274490.6673,74013045122.0805,83975886220.9824,98074365224.3217,107104737913.964,111087058908.796,112307705849.846,112332613474.406,124448378583.867,125618398364.125,116995236607.708,122739312268.066,131771455600.178,141423808632.484,153542134521.298,178829144860.154,212127459030.1,202547486204.003,229659150970.52,257490161520.542,250549114776.355,286744339116.206,308169435357.085,297548271000.386,315727949087.374,350878810206.645,370184389174.003,392786885849.307,..
GNI (current US$),NY.GNP.MKTP.CD,Italy,ITA,125758345817.728,146590056440.903,176668963799.402,199721830902.054,228223152431.791,225069397534.31,258296787360.105,316003465662.788,395900358890.701,480255724621.298,430141599386.817,426272648532.57,442612624936.257,437383047167.732,451126286380.692,637091754773.347,803229982073.499,889209764950.907,924083371436.636,1166755021008.4,1228446297799.28,1298792413197.17,1049906464870.19,1082154302353.51,1160406751456.08,1299725812523.53,1236195088676.67,1263071038251.37,1249585233326.23,1139463147226.83,1163440805369.13,1265044042913.61,1566556659142.21,1800243729823.69,1860442357915.68,1955647597541.09,2211998494388.17,2376932327523.07,2189862461794.94,2129496390595.89,2286194049113.81,2084525810124.71,2137604292430.28,2159322448608.36,1823207188012.21,1881183316245.41,1972528281498.94,2114307853268.78,2020764557121.57,..
GNI (current US$),NY.GNP.MKTP.CD,Jamaica,JAM,1450648414.98559,1842214983.71336,1875554078.01418,2431965680.3432,2882081289.18711,2889891101.08899,3142008469.9153,2537253237.10465,2222234757.4796,2450488492.19715,2800101100.25822,3103289659.81812,3323258410.10247,2093309297.96084,1832457813.11841,2479747854.97828,2939948475.40416,3486019440.29443,4052987570.93618,4157647257.7951,3655515425.53191,3233232740.32188,5212066905.61529,5070832081.70622,6165091937.7652,7143221476.51007,8072345818.07941,8461609822.64666,8526913265.30612,8641968430.82637,8758465354.82202,9101142393.30468,8869986439.42162,9592252586.71965,10567141987.8068,11315239892.9787,12142322400.5018,13145560103.4688,11452247648.0219,12726016415.8718,13926152735.6552,14606916293.8959,13927791379.1026,13598563901.221,13746637185.8377,13479270728.6462,14383698635.1683,15114469833.1283,16049778155.9213,..
GNI (current US$),NY.GNP.MKTP.CD,Japan,JPN,240076249154.138,318385211551.18,432614969398.425,479242561557.094,521531542740.176,586222292005.631,721805862455.775,1015018234693.98,1057436616546.5,1106180713837.12,1218199494141.09,1136197805736.14,1246296498235.67,1322544601037.8,1405671182271.17,2088415129854.18,2549578774522.51,3093131811751.23,3078857299419.27,3156842377885.6,3609951843523.74,3942653569288.27,4493789445474.64,4948674171638.56,5496274702422.72,4890707865757.3,4471233787003.82,4081348883505.86,4616944730253.15,4957337923546.96,4369134419878.73,4173440839633.78,4515862973169.96,4905629754235.49,4858499775899.08,4649027122261.27,4650823967015.84,5169912780150.83,5359253650471.68,5847341432190.46,6331880341636.09,6369372092738.79,5328796476996.15,5024973338035.64,4558091131571.47,5088186818824.57,5040348134891.63,5135478831382.8,5266948533923.13,..
GNI (current US$),NY.GNP.MKTP.CD,Jordan,JOR,693083169.980398,800056006.720807,963785757.760195,1225706302.39056,1405565978.73671,1715060240.96386,2120558761.0082,2630696007.8534,3308495504.4955,3945702249.07687,4471302966.10169,4773189503.5461,4966039658.49628,4906143302.9909,4905126203.75063,6251394571.42857,6534946233.38257,5969730964.467,4026243821.78907,3944978152.77987,3981780290.7916,4963285672.25655,5295884831.86607,5922766566.48061,6449050513.69863,6627371932.29901,7037674894.21721,7774398307.47532,7994693229.90127,8560847531.73484,9137325952.04513,9651423413.25811,10325562059.2384,11685015232.7221,12925759802.5388,15511090550.0705,17686327926.6573,23069244753.6985,24913369081.4345,26919156357.043,29259642122.6459,31246533501.4216,34115848631.3624,36430883023.858,38154482733.0676,39587480726.2949,41202622758.6338,42732676056.338,44510360650.4161,..
GNI (current US$),NY.GNP.MKTP.CD,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23363827512.6466,21154239259.0676,20233207016.4789,20821957938.7887,21860432063.6288,21837745540.5127,16319117288.72,17152990886.2571,21058294162.0245,23651793223.0857,29229499702.492,40430947002.6096,51568171733.8952,71653784545.7271,91904186825.9105,114066312246.465,102891161143.266,128671748240.643,164881407971.447,179881468866.125,211486852078.365,198714472819.333,172770532148.58,123828020084.171,148657300595.704,157278694859.5,158973445670.234,..
GNI (current US$),NY.GNP.MKTP.CD,Kenya,KEN,1753793803.02265,2073233256.99695,2400065402.23731,2872159502.30126,3166423699.85337,3332518977.81932,4336117057.16097,5116186699.4935,6009860944.09824,7043415251.57463,6639891414.35258,6177179941.42331,5788798702.20935,5987636718.34205,5925734552.4154,6999527333.43981,7690920392.03542,8031680877.43913,8038979096.64367,8206604541.74643,7777925490.49546,7854637369.32284,5391615365.51767,6785821853.82494,8726170867.8626,11819958033.718,12943578955.5232,13964091742.6329,12723150903.9305,12575576937.4668,12838507613.6252,13026157962.4402,14738442156.8305,15953749659.6096,18731703507.8176,25755442380.6671,31814012977.2897,35863494628.8632,36976859034.0263,39852460837.1238,41961912289.9467,50187342658.6663,54496759862.9401,60579806470.9482,63195105853.1145,68178433644.2558,77456412235.0739,86329358075.292,93578038042.9454,..
GNI (current US$),NY.GNP.MKTP.CD,Kiribati,KIR,..,..,..,..,..,..,..,50360535.6529701,48506595.1263134,38274880.437258,38570443.5761894,44776346.4854448,45486486.4864865,38077226.8538833,31030099.8673092,31269385.026738,37021425.5706484,45855926.2442378,45415941.7997786,48290531.5744282,76090668.3284001,77311692.1269095,72685094.5192438,84330823.219769,91397108.9696071,92821425.7766648,111954876.057592,114489006.156552,111835483.870968,109311166.512059,109126926.657701,115661740.736716,136241649.912446,149419399.911752,159027796.869034,154575301.204819,189293782.947034,205334675.390035,182742941.818749,228607594.936709,252855079.938112,287994408.780286,304492179.957521,338116098.79214,352227481.030727,317972792.149866,358337676.272226,363559473.998805,381647549.530761,..
GNI (current US$),NY.GNP.MKTP.CD,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GNI (current US$),NY.GNP.MKTP.CD,"Korea, Rep.",KOR,9979259686.01469,10885998625.5695,13890088371.1589,19614310084.8023,21608057851.2397,29770041322.314,38336570247.9339,52122933884.2975,66830371900.8264,64803516454.5709,71939562133.8267,77634321825.2448,86845117628.1018,96130921362.813,99074963793.9358,114325372965.001,146156314964.076,198045032605.575,246200965061.21,283083672431.333,330312265630.327,355053609171.844,392141726986.184,462449063414.027,564503740583.713,608029585431.04,566694488536.619,378369534193.401,492025201460.272,572322805404.258,543951850905.119,624918111406.853,700265355275.635,791800282890.371,928297917610.366,1050141051885.2,1169640851893.23,1047605060656.69,942479070896.604,1145775958189.06,1260980566404.83,1291795845928.72,1379532264105.98,1491502152786.69,1470358106629.71,1505595667963.37,1630520867999.51,1731792367105.86,1661048304919.31,..
GNI (current US$),NY.GNP.MKTP.CD,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3728659828.42223,3836069145.62865,4046020323.67332,4910829592.11607,5927639519.55471,5737957349.26368,5925780591.27668,6856415506.68151,6697918411.92342,7236587196.17479,7548251760.32948,6545821258.18262,6800974540.62431,7393009150.47447,8076834553.6136,8105953487.10441,..
